pipeline_id,arrival_seconds,priority,operator_id,parents,baseline_cpu_seconds,cpu_scaling,memory_gb,storage_read_gb
p1,0.0,BATCH_PIPELINE,op1,,1,const,,55
p1,,,op2,op1,1,const,,55
p1,,,op3,op2,1,const,,55
p1,,,op4,op3,1,const,,55
p1,,,op5,op4,1,const,,55
p1,,,op6,op5,1,const,,55
p1,,,op7,op6,1,const,,55
p1,,,op8,op7,1,const,,55
p2,0.0,BATCH_PIPELINE,op1,,1,const,,55
p2,,,op2,op1,1,const,,55
p2,,,op3,op2,1,const,,55
p2,,,op4,op3,1,const,,55
p2,,,op5,op4,1,const,,55
p2,,,op6,op5,1,const,,55
p2,,,op7,op6,1,const,,55
p2,,,op8,op7,1,const,,55
p2,,,op9,op8,1,const,,55
p2,,,op10,op9,1,const,,55
p3,0.0,BATCH_PIPELINE,op1,,1,const,,55
p3,,,op2,op1,1,const,,55
p3,,,op3,op2,1,const,,55
p3,,,op4,op3,1,const,,55
p3,,,op5,op4,1,const,,55
p3,,,op6,op5,1,const,,55
p3,,,op7,op6,1,const,,55
p3,,,op8,op7,1,const,,55
p3,,,op9,op8,1,const,,55
p3,,,op10,op9,1,const,,55
p4,0.0,BATCH_PIPELINE,op1,,1,const,,55
p4,,,op2,op1,1,const,,55
p4,,,op3,op2,1,const,,55
p4,,,op4,op3,1,const,,55
p4,,,op5,op4,1,const,,55
p4,,,op6,op5,1,const,,55
p4,,,op7,op6,1,const,,55
p4,,,op8,op7,1,const,,55
p4,,,op9,op8,1,const,,55
p4,,,op10,op9,1,const,,55
p4,,,op11,op10,1,const,,55
p4,,,op12,op11,1,const,,55
p5,0.0,BATCH_PIPELINE,op1,,1,const,,55
p5,,,op2,op1,1,const,,55
p5,,,op3,op2,1,const,,55
p5,,,op4,op3,1,const,,55
p5,,,op5,op4,1,const,,55
p5,,,op6,op5,1,const,,55
p5,,,op7,op6,1,const,,55
p5,,,op8,op7,1,const,,55
p6,0.0,BATCH_PIPELINE,op1,,1,const,,55
p6,,,op2,op1,1,const,,55
p6,,,op3,op2,1,const,,55
p6,,,op4,op3,1,const,,55
p6,,,op5,op4,1,const,,55
p6,,,op6,op5,1,const,,55
p6,,,op7,op6,1,const,,55
p7,0.0,BATCH_PIPELINE,op1,,1,const,,55
p7,,,op2,op1,1,const,,55
p7,,,op3,op2,1,const,,55
p7,,,op4,op3,1,const,,55
p7,,,op5,op4,1,const,,55
p7,,,op6,op5,1,const,,55
p7,,,op7,op6,1,const,,55
p7,,,op8,op7,1,const,,55
p7,,,op9,op8,1,const,,55
p8,0.0,BATCH_PIPELINE,op1,,1,const,,55
p8,,,op2,op1,1,const,,55
p8,,,op3,op2,1,const,,55
p8,,,op4,op3,1,const,,55
p8,,,op5,op4,1,const,,55
p8,,,op6,op5,1,const,,55
p8,,,op7,op6,1,const,,55
p9,0.0,INTERACTIVE,op1,,1,const,,55
p9,,,op2,op1,1,const,,55
p9,,,op3,op2,1,const,,55
p9,,,op4,op3,1,const,,55
p9,,,op5,op4,1,const,,55
p10,0.0,INTERACTIVE,op1,,1,const,,55
p10,,,op2,op1,1,const,,55
p10,,,op3,op2,1,const,,55
p10,,,op4,op3,1,const,,55
p10,,,op5,op4,1,const,,55
p10,,,op6,op5,1,const,,55
p10,,,op7,op6,1,const,,55
p10,,,op8,op7,1,const,,55
p10,,,op9,op8,1,const,,55
p10,,,op10,op9,1,const,,55
p10,,,op11,op10,1,const,,55
p11,0.0,INTERACTIVE,op1,,1,const,,55
p11,,,op2,op1,1,const,,55
p11,,,op3,op2,1,const,,55
p11,,,op4,op3,1,const,,55
p11,,,op5,op4,1,const,,55
p11,,,op6,op5,1,const,,55
p11,,,op7,op6,1,const,,55
p12,0.0,QUERY,op1,,15,linear3,,35
p13,0.0,BATCH_PIPELINE,op1,,1,const,,55
p13,,,op2,op1,1,const,,55
p13,,,op3,op2,1,const,,55
p13,,,op4,op3,1,const,,55
p13,,,op5,op4,1,const,,55
p13,,,op6,op5,1,const,,55
p13,,,op7,op6,1,const,,55
p13,,,op8,op7,1,const,,55
p13,,,op9,op8,1,const,,55
p14,0.0,QUERY,op1,,15,linear3,,35
p15,0.0,INTERACTIVE,op1,,1,const,,55
p15,,,op2,op1,1,const,,55
p15,,,op3,op2,1,const,,55
p15,,,op4,op3,1,const,,55
p15,,,op5,op4,1,const,,55
p15,,,op6,op5,1,const,,55
p15,,,op7,op6,1,const,,55
p15,,,op8,op7,1,const,,55
p15,,,op9,op8,1,const,,55
p15,,,op10,op9,1,const,,55
p15,,,op11,op10,1,const,,55
p15,,,op12,op11,1,const,,55
p16,0.0,QUERY,op1,,15,linear3,,35
p17,0.0,BATCH_PIPELINE,op1,,1,const,,55
p17,,,op2,op1,1,const,,55
p17,,,op3,op2,1,const,,55
p17,,,op4,op3,1,const,,55
p17,,,op5,op4,1,const,,55
p17,,,op6,op5,1,const,,55
p17,,,op7,op6,1,const,,55
p17,,,op8,op7,1,const,,55
p17,,,op9,op8,1,const,,55
p18,0.0,INTERACTIVE,op1,,1,const,,55
p18,,,op2,op1,1,const,,55
p18,,,op3,op2,1,const,,55
p18,,,op4,op3,1,const,,55
p18,,,op5,op4,1,const,,55
p18,,,op6,op5,1,const,,55
p19,0.0,BATCH_PIPELINE,op1,,1,const,,55
p19,,,op2,op1,1,const,,55
p19,,,op3,op2,1,const,,55
p19,,,op4,op3,1,const,,55
p19,,,op5,op4,1,const,,55
p19,,,op6,op5,1,const,,55
p19,,,op7,op6,1,const,,55
p19,,,op8,op7,1,const,,55
p19,,,op9,op8,1,const,,55
p19,,,op10,op9,1,const,,55
p20,0.0,INTERACTIVE,op1,,1,const,,55
p20,,,op2,op1,1,const,,55
p20,,,op3,op2,1,const,,55
p20,,,op4,op3,1,const,,55
p20,,,op5,op4,1,const,,55
p20,,,op6,op5,1,const,,55
p20,,,op7,op6,1,const,,55
p20,,,op8,op7,1,const,,55
p20,,,op9,op8,1,const,,55
p20,,,op10,op9,1,const,,55
p21,27.712,QUERY,op1,,15,linear3,,35
p22,27.712,BATCH_PIPELINE,op1,,1,const,,55
p22,,,op2,op1,1,const,,55
p22,,,op3,op2,1,const,,55
p22,,,op4,op3,1,const,,55
p22,,,op5,op4,1,const,,55
p22,,,op6,op5,1,const,,55
p22,,,op7,op6,1,const,,55
p22,,,op8,op7,1,const,,55
p22,,,op9,op8,1,const,,55
p22,,,op10,op9,1,const,,55
p22,,,op11,op10,1,const,,55
p23,27.712,BATCH_PIPELINE,op1,,1,const,,55
p23,,,op2,op1,1,const,,55
p23,,,op3,op2,1,const,,55
p23,,,op4,op3,1,const,,55
p23,,,op5,op4,1,const,,55
p23,,,op6,op5,1,const,,55
p23,,,op7,op6,1,const,,55
p23,,,op8,op7,1,const,,55
